SPEC_ID,NAME,RA,DEC,Z,Z_HELIO,Quality
68092,g1330236-253257,202.598125,-25.54927778,0.044144,0.044203,3
68093,g1329318-254310,202.3827083,-25.71938889,0.044574,0.044633,4
68094,g1329527-253107,202.4696667,-25.51863889,0.04283,0.04289,4
68095,g1327582-253149,201.9912083,-25.52902778,0.036204,0.036263,3
68096,g1330491-252001,202.7045833,-25.33366667,0.026425,0.026484,4
68097,g1327246-252305,201.8525417,-25.38458333,0.043719,0.043779,4
68098,g1325140-252109,201.30825,-25.35261111,0.034609,0.034669,4
68099,g1329233-251120,202.3469167,-25.18886111,0.045703,0.045763,4
68100,g1326479-250547,201.6997083,-25.09636111,0.037663,0.037722,4
68101,g1328105-245813,202.0437083,-24.97013889,0.046919,0.046979,4
68102,g1324462-245222,201.1924167,-24.87277778,0.033969,0.034028,4
68103,g1327309-244607,201.8787083,-24.76875,0.046769,0.046829,4
68104,g1327298-243518,201.8742083,-24.5885,0.040513,0.040572,3
68105,g1333310-244835,203.379,-24.80969444,0.016277,0.016335,4
68106,g1328227-242820,202.0944583,-24.47227778,0.045069,0.045129,4
68107,g1330041-242858,202.5170417,-24.48291667,0.04295,0.04301,4
68108,g1328035-241226,202.01475,-24.20727778,0.03342,0.033479,3
68109,g1328564-241321,202.2350417,-24.22261111,0.045489,0.045549,4
68110,g1328327-240031,202.1359583,-24.00866667,0.042373,0.042432,4
68111,g1334475-244053,203.6977083,-24.68130556,0.015587,0.015646,4
68112,g1329292-233952,202.3719167,-23.66427778,0.030644,0.030703,4
68113,g1333115-241603,203.2979583,-24.26758333,0.064069,0.06413,4
68114,g1334225-242517,203.593875,-24.42147222,0.025743,0.025802,4
68115,g1331390-233826,202.912625,-23.64058333,0.032814,0.032874,4
68116,g1332286-234526,203.119375,-23.75708333,0.092169,0.092232,4
68118,g1332415-233039,203.1727917,-23.51069444,0.033131,0.033191,4
68119,g1333084-233239,203.285,-23.54405556,0.034255,0.034314,4
68120,g1333099-232538,203.2913333,-23.42711111,0.089246,0.089309,4
68121,g1332474-222657,203.19725,-22.44927778,0.023685,0.023744,4
68122,g1334308-233420,203.6281667,-23.57233333,0.035592,0.035651,4
68123,g1333526-221937,203.4692917,-22.32677778,0.041554,0.041614,4
68124,g1334396-232648,203.6651667,-23.44652778,0.034295,0.034354,4
68125,g1334540-230440,203.724875,-23.07786111,0.033595,0.033654,4
68126,g1335464-231539,203.9432083,-23.26075,0.017417,0.017475,4
68127,g1336596-230356,204.2483333,-23.06563889,0.076569,0.07663,4
68128,g1339054-221150,204.772375,-22.19711111,0.030537,0.030596,4
68129,g1335304-242102,203.8767917,-24.3505,0.025727,0.025785,4
68130,g1336111-234045,204.046375,-23.67897222,0.038665,0.038725,4
68131,g1339343-222953,204.8931667,-22.49797222,0.023008,0.023066,4
68132,g1335414-240426,203.9224583,-24.07383333,0.008528,0.008586,4
68133,g1337047-234644,204.269625,-23.77891667,0.040052,0.040112,4
68134,g1337430-234210,204.4291667,-23.70283333,0.040142,0.040202,4
68136,g1341544-224426,205.4765833,-22.74069444,0.093362,0.093425,4
68137,g1342344-224035,205.64325,-22.67613889,0.048363,0.048423,4
68138,g1337500-235941,204.458125,-23.99483333,0.030167,0.030226,4
68139,g1339380-234512,204.9083333,-23.75327778,0.039633,0.039693,4
68140,g1340199-235129,205.0829583,-23.85811111,0.021738,0.021797,4
